Year Month,State,Countym,Industry,Suspicious Activity,Regulator,Relationship,Product,Instrument,Count
2012 April,Oklahoma,"Garfield County, OK",Depository Institution,Refused or Avoided Request for Documentation,OCC,Other,Prepaid Access,U.S. Currency,1
2012 April,Oklahoma,"Garfield County, OK",Depository Institution,Single Individual with Multiple Identities,OCC,Other,Prepaid Access,Government Payment,1
2012 April,Oklahoma,"Garfield County, OK",Depository Institution,Single Individual with Multiple Identities,OCC,Other,Prepaid Access,U.S. Currency,2
2012 April,Oklahoma,"Garfield County, OK",Depository Institution,Suspicious Concerning the Physical Condition of Funds,OCC,Other,Prepaid Access,Government Payment,1
2012 April,Oklahoma,"Garfield County, OK",Depository Institution,Suspicious Concerning the Physical Condition of Funds,OCC,Other,Prepaid Access,U.S. Currency,2
2012 April,Oklahoma,"Garfield County, OK",Depository Institution,Suspicious Concerning the Source of Funds,OCC,Other,Prepaid Access,Government Payment,1
2012 April,Oklahoma,"Garfield County, OK",Depository Institution,Suspicious Concerning the Source of Funds,OCC,Other,Prepaid Access,U.S. Currency,2
2012 April,Oklahoma,"Garfield County, OK",Depository Institution,"Suspicious Designation of Beneficiaries, Assignees or Joint Owners",OCC,Other,Prepaid Access,U.S. Currency,1
2012 April,Oklahoma,"Garfield County, OK",Depository Institution,Suspicious Receipt of Government Payments/Benefits,OCC,Other,Prepaid Access,Government Payment,1
2012 April,Oklahoma,"Garfield County, OK",Depository Institution,Suspicious Receipt of Government Payments/Benefits,OCC,Other,Prepaid Access,U.S. Currency,1
2012 April,Oklahoma,"Garfield County, OK",Depository Institution,Suspicious Use of Multiple Accounts,OCC,Other,Prepaid Access,Government Payment,1
2012 April,Oklahoma,"Garfield County, OK",Depository Institution,Suspicious Use of Multiple Accounts,OCC,Other,Prepaid Access,U.S. Currency,2
2012 April,Oklahoma,"Garfield County, OK",Depository Institution,Transaction Out of Pattern for Customer(s),OCC,Other,Prepaid Access,Government Payment,1
2012 April,Oklahoma,"Garfield County, OK",Depository Institution,Transaction Out of Pattern for Customer(s),OCC,Other,Prepaid Access,U.S. Currency,2
2012 April,Oklahoma,"Garfield County, OK",Depository Institution,"Transaction with No Apparent Economic, Business, or Lawful Purpose",OCC,Other,Prepaid Access,U.S. Currency,1
2012 April,Oklahoma,"Garfield County, OK",Depository Institution,Two or More Individuals Working Together,OCC,Other,Prepaid Access,U.S. Currency,1
2012 April,Pennsylvania,"Lycoming County, PA",Depository Institution,Credit/Debit Card,NCUA,Customer,Debit Card,Money Orders,1
2012 April,Pennsylvania,"Lycoming County, PA",Depository Institution,Other Other Suspicious Activities,NCUA,Customer,Debit Card,Money Orders,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,"Misuse of Free Look""/Cooling-Off/Right of Rescission""",FDIC,Customer,Home Equity Line of Credit,Bank/Cashier's Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,"Misuse of Free Look""/Cooling-Off/Right of Rescission""",FDIC,Customer,Home Equity Line of Credit,Personal/Business Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,"Misuse of Free Look""/Cooling-Off/Right of Rescission""",FDIC,Customer,Home Equity Line of Credit,U.S. Currency,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,"Misuse of Free Look""/Cooling-Off/Right of Rescission""",FDIC,Customer,Other,Bank/Cashier's Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,"Misuse of Free Look""/Cooling-Off/Right of Rescission""",FDIC,Customer,Other,Personal/Business Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,"Misuse of Free Look""/Cooling-Off/Right of Rescission""",FDIC,Customer,Other,U.S. Currency,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,"Misuse of Free Look""/Cooling-Off/Right of Rescission""",FDIC,No Relationship to Institution,Home Equity Line of Credit,Bank/Cashier's Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,"Misuse of Free Look""/Cooling-Off/Right of Rescission""",FDIC,No Relationship to Institution,Home Equity Line of Credit,Personal/Business Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,"Misuse of Free Look""/Cooling-Off/Right of Rescission""",FDIC,No Relationship to Institution,Home Equity Line of Credit,U.S. Currency,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,"Misuse of Free Look""/Cooling-Off/Right of Rescission""",FDIC,No Relationship to Institution,Other,Bank/Cashier's Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,"Misuse of Free Look""/Cooling-Off/Right of Rescission""",FDIC,No Relationship to Institution,Other,Personal/Business Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,"Misuse of Free Look""/Cooling-Off/Right of Rescission""",FDIC,No Relationship to Institution,Other,U.S. Currency,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Multiple Transactions Below Ctr Threshold,FDIC,Customer,Home Equity Line of Credit,Bank/Cashier's Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Multiple Transactions Below Ctr Threshold,FDIC,Customer,Home Equity Line of Credit,Personal/Business Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Multiple Transactions Below Ctr Threshold,FDIC,Customer,Home Equity Line of Credit,U.S. Currency,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Multiple Transactions Below Ctr Threshold,FDIC,Customer,Other,Bank/Cashier's Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Multiple Transactions Below Ctr Threshold,FDIC,Customer,Other,Personal/Business Check,2
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Multiple Transactions Below Ctr Threshold,FDIC,Customer,Other,U.S. Currency,2
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Multiple Transactions Below Ctr Threshold,FDIC,No Relationship to Institution,Home Equity Line of Credit,Bank/Cashier's Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Multiple Transactions Below Ctr Threshold,FDIC,No Relationship to Institution,Home Equity Line of Credit,Personal/Business Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Multiple Transactions Below Ctr Threshold,FDIC,No Relationship to Institution,Home Equity Line of Credit,U.S. Currency,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Multiple Transactions Below Ctr Threshold,FDIC,No Relationship to Institution,Other,Bank/Cashier's Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Multiple Transactions Below Ctr Threshold,FDIC,No Relationship to Institution,Other,Personal/Business Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Multiple Transactions Below Ctr Threshold,FDIC,No Relationship to Institution,Other,U.S. Currency,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Pyramid Scheme,FDIC,Customer,Home Equity Line of Credit,Bank/Cashier's Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Pyramid Scheme,FDIC,Customer,Home Equity Line of Credit,Personal/Business Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Pyramid Scheme,FDIC,Customer,Home Equity Line of Credit,U.S. Currency,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Pyramid Scheme,FDIC,Customer,Other,Bank/Cashier's Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Pyramid Scheme,FDIC,Customer,Other,Personal/Business Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Pyramid Scheme,FDIC,Customer,Other,U.S. Currency,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Pyramid Scheme,FDIC,No Relationship to Institution,Home Equity Line of Credit,Bank/Cashier's Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Pyramid Scheme,FDIC,No Relationship to Institution,Home Equity Line of Credit,Personal/Business Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Pyramid Scheme,FDIC,No Relationship to Institution,Home Equity Line of Credit,U.S. Currency,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Pyramid Scheme,FDIC,No Relationship to Institution,Other,Bank/Cashier's Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Pyramid Scheme,FDIC,No Relationship to Institution,Other,Personal/Business Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Pyramid Scheme,FDIC,No Relationship to Institution,Other,U.S. Currency,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Suspicious Concerning the Source of Funds,FDIC,Customer,Home Equity Line of Credit,Bank/Cashier's Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Suspicious Concerning the Source of Funds,FDIC,Customer,Home Equity Line of Credit,Personal/Business Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Suspicious Concerning the Source of Funds,FDIC,Customer,Home Equity Line of Credit,U.S. Currency,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Suspicious Concerning the Source of Funds,FDIC,Customer,Other,Bank/Cashier's Check,2
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Suspicious Concerning the Source of Funds,FDIC,Customer,Other,Money Orders,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Suspicious Concerning the Source of Funds,FDIC,Customer,Other,Personal/Business Check,2
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Suspicious Concerning the Source of Funds,FDIC,Customer,Other,U.S. Currency,2
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Suspicious Concerning the Source of Funds,FDIC,No Relationship to Institution,Home Equity Line of Credit,Bank/Cashier's Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Suspicious Concerning the Source of Funds,FDIC,No Relationship to Institution,Home Equity Line of Credit,Personal/Business Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Suspicious Concerning the Source of Funds,FDIC,No Relationship to Institution,Home Equity Line of Credit,U.S. Currency,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Suspicious Concerning the Source of Funds,FDIC,No Relationship to Institution,Other,Bank/Cashier's Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Suspicious Concerning the Source of Funds,FDIC,No Relationship to Institution,Other,Personal/Business Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Suspicious Concerning the Source of Funds,FDIC,No Relationship to Institution,Other,U.S. Currency,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Suspicious Concerning the Source of Funds,FDIC,Other,Other,Bank/Cashier's Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Suspicious Concerning the Source of Funds,FDIC,Other,Other,Money Orders,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Suspicious Concerning the Source of Funds,FDIC,Other,Other,Personal/Business Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Suspicious Concerning the Source of Funds,FDIC,Other,Other,U.S. Currency,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,"Suspicious Designation of Beneficiaries, Assignees or Joint Owners",FDIC,Customer,Other,Bank/Cashier's Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,"Suspicious Designation of Beneficiaries, Assignees or Joint Owners",FDIC,Customer,Other,Money Orders,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,"Suspicious Designation of Beneficiaries, Assignees or Joint Owners",FDIC,Customer,Other,Personal/Business Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,"Suspicious Designation of Beneficiaries, Assignees or Joint Owners",FDIC,Customer,Other,U.S. Currency,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,"Suspicious Designation of Beneficiaries, Assignees or Joint Owners",FDIC,Other,Other,Bank/Cashier's Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,"Suspicious Designation of Beneficiaries, Assignees or Joint Owners",FDIC,Other,Other,Money Orders,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,"Suspicious Designation of Beneficiaries, Assignees or Joint Owners",FDIC,Other,Other,Personal/Business Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,"Suspicious Designation of Beneficiaries, Assignees or Joint Owners",FDIC,Other,Other,U.S. Currency,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Suspicious Use of Multiple Accounts,FDIC,Customer,Other,Bank/Cashier's Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Suspicious Use of Multiple Accounts,FDIC,Customer,Other,Money Orders,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Suspicious Use of Multiple Accounts,FDIC,Customer,Other,Personal/Business Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Suspicious Use of Multiple Accounts,FDIC,Customer,Other,U.S. Currency,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Suspicious Use of Multiple Accounts,FDIC,Other,Other,Bank/Cashier's Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Suspicious Use of Multiple Accounts,FDIC,Other,Other,Money Orders,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Suspicious Use of Multiple Accounts,FDIC,Other,Other,Personal/Business Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Suspicious Use of Multiple Accounts,FDIC,Other,Other,U.S. Currency,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Suspicious Use of Multiple Locations,FDIC,Customer,Other,Personal/Business Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Suspicious Use of Multiple Locations,FDIC,Customer,Other,U.S. Currency,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Suspicious Use of Noncash Monetary Instruments,FDIC,Customer,Home Equity Line of Credit,Bank/Cashier's Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Suspicious Use of Noncash Monetary Instruments,FDIC,Customer,Home Equity Line of Credit,Personal/Business Check,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Suspicious Use of Noncash Monetary Instruments,FDIC,Customer,Home Equity Line of Credit,U.S. Currency,1
2012 April,Tennessee,"Hamilton County, TN",Depository Institution,Suspicious Use of Noncash Monetary Instruments,FDIC,Customer,Other,Bank/Cashier's Check,2
